1.191919191919191823e+00,1.000000000000000000e+01,5.258228752168146514e+01
1.383838383838383868e+00,1.000000000000000000e+01,4.923824099581675284e+01
1.575757575757575690e+00,1.000000000000000000e+01,4.596786042240587733e+01
1.767676767676767735e+00,1.000000000000000000e+01,4.277114580144882439e+01
1.959595959595959558e+00,1.000000000000000000e+01,3.964809713294560822e+01
2.151515151515151381e+00,1.000000000000000000e+01,3.659871441689623595e+01
2.343434343434343425e+00,1.000000000000000000e+01,3.362299765330068624e+01
2.535353535353535470e+00,1.000000000000000000e+01,3.072094684215895910e+01
2.727272727272727071e+00,1.000000000000000000e+01,2.789256198347108295e+01
2.919191919191919116e+00,1.000000000000000000e+01,2.513784307723702227e+01
3.111111111111111160e+00,1.000000000000000000e+01,2.245679012345679837e+01
3.303030303030302761e+00,1.000000000000000000e+01,1.984940312213039704e+01
3.494949494949494806e+00,1.000000000000000000e+01,1.731568207325783249e+01
3.686868686868686851e+00,1.000000000000000000e+01,1.485562697683909761e+01
3.878787878787878451e+00,1.000000000000000000e+01,1.246923783287419241e+01
4.070707070707070940e+00,1.000000000000000000e+01,1.015651464136312399e+01
4.262626262626262985e+00,1.000000000000000000e+01,7.917457402305885239e+00
4.454545454545454142e+00,1.000000000000000000e+01,5.752066115702483273e+00
4.646464646464646187e+00,1.000000000000000000e+01,3.660340781552907430e+00
4.838383838383838231e+00,1.000000000000000000e+01,1.642281399857157709e+00
5.030303030303030276e+00,1.000000000000000000e+01,-3.021120293847552318e-01
5.222222222222222321e+00,1.000000000000000000e+01,-2.172839506172842050e+00
5.414141414141413478e+00,1.000000000000000000e+01,-3.969901030507084982e+00
5.606060606060605522e+00,1.000000000000000000e+01,-5.693296602387505345e+00
5.797979797979797567e+00,1.000000000000000000e+01,-7.343026221814096033e+00
5.989898989898989612e+00,1.000000000000000000e+01,-8.919089888786857045e+00
6.181818181818181657e+00,1.000000000000000000e+01,-1.042148760330578305e+01
6.373737373737373701e+00,1.000000000000000000e+01,-1.185021936537087939e+01
6.565656565656564858e+00,1.000000000000000000e+01,-1.320528517498213894e+01
6.757575757575756903e+00,1.000000000000000000e+01,-1.448668503213957237e+01
6.949494949494948948e+00,1.000000000000000000e+01,-1.569441893684317613e+01
7.141414141414140992e+00,1.000000000000000000e+01,-1.682848688909294665e+01
7.333333333333333037e+00,1.000000000000000000e+01,-1.788888888888888573e+01
7.525252525252525082e+00,1.000000000000000000e+01,-1.887562493623099513e+01
7.717171717171717127e+00,1.000000000000000000e+01,-1.978869503111927486e+01
7.909090909090908283e+00,1.000000000000000000e+01,-2.062809917355371425e+01
8.101010101010100328e+00,1.000000000000000000e+01,-2.139383736353433108e+01
8.292929292929292373e+00,1.000000000000000000e+01,-2.208590960106111467e+01
8.484848484848484418e+00,1.000000000000000000e+01,-2.270431588613406859e+01
8.676767676767676463e+00,1.000000000000000000e+01,-2.324905621875318928e+01
8.868686868686868507e+00,1.000000000000000000e+01,-2.372013059891847675e+01
9.060606060606060552e+00,1.000000000000000000e+01,-2.411753902662993454e+01
9.252525252525252597e+00,1.000000000000000000e+01,-2.444128150188756265e+01
9.444444444444444642e+00,1.000000000000000000e+01,-2.469135802469135754e+01
9.636363636363634910e+00,1.000000000000000000e+01,-2.486776859504132275e+01
9.828282828282826955e+00,1.000000000000000000e+01,-2.497051321293745474e+01
1.002020202020201900e+01,1.000000000000000000e+01,-2.499959187837975705e+01
1.021212121212121104e+01,1.000000000000000000e+01,-2.495500459136822968e+01
1.040404040404040309e+01,1.000000000000000000e+01,-2.483675135190286909e+01
1.059595959595959513e+01,1.000000000000000000e+01,-2.464483215998367527e+01
1.078787878787878718e+01,1.000000000000000000e+01,-2.437924701561065177e+01
1.097979797979797922e+01,1.000000000000000000e+01,-2.403999591878379860e+01
1.117171717171717127e+01,1.000000000000000000e+01,-2.362707886950311220e+01
1.136363636363636331e+01,1.000000000000000000e+01,-2.314049586776859613e+01
1.155555555555555536e+01,1.000000000000000000e+01,-2.258024691358024683e+01
1.174747474747474740e+01,1.000000000000000000e+01,-2.194633200693806785e+01
1.193939393939393945e+01,1.000000000000000000e+01,-2.123875114784205564e+01
1.213131313131312972e+01,1.000000000000000000e+01,-2.045750433629222087e+01
1.232323232323232176e+01,1.000000000000000000e+01,-1.960259157228854932e+01
1.251515151515151381e+01,1.000000000000000000e+01,-1.867401285583104453e+01
1.270707070707070585e+01,1.000000000000000000e+01,-1.767176818691970652e+01
1.289898989898989790e+01,1.000000000000000000e+01,-1.659585756555454239e+01
1.309090909090908994e+01,1.000000000000000000e+01,-1.544628099173554325e+01
1.328282828282828198e+01,1.000000000000000000e+01,-1.422303846546271267e+01
1.347474747474747403e+01,1.000000000000000000e+01,-1.292612998673605240e+01
1.366666666666666607e+01,1.000000000000000000e+01,-1.155555555555556069e+01
1.385858585858585812e+01,1.000000000000000000e+01,-1.011131517192123574e+01
1.405050505050505016e+01,1.000000000000000000e+01,-8.593408835833081127e+00
1.424242424242424221e+01,1.000000000000000000e+01,-7.001836547291095059e+00
1.443434343434343425e+01,1.000000000000000000e+01,-5.336598306295275762e+00
1.462626262626262452e+01,1.000000000000000000e+01,-3.597694112845644554e+00
1.481818181818181657e+01,1.000000000000000000e+01,-1.785123966942165907e+00
1.501010101010100861e+01,1.000000000000000000e+01,1.011121314151459671e-01
1.520202020202020066e+01,1.000000000000000000e+01,2.061014182226287517e+00
1.539393939393939270e+01,1.000000000000000000e+01,4.094582185491262294e+00
1.558585858585858475e+01,1.000000000000000000e+01,6.201816141210066746e+00
1.577777777777777679e+01,1.000000000000000000e+01,8.382716049382707979e+00
1.596969696969696884e+01,1.000000000000000000e+01,1.063728191000917178e+01
1.616161616161615910e+01,1.000000000000000000e+01,1.296551372308945105e+01
1.635353535353535293e+01,1.000000000000000000e+01,1.536741148862360262e+01
1.654545454545454675e+01,1.000000000000000000e+01,1.784297520661158387e+01
1.673737373737373701e+01,1.000000000000000000e+01,2.039220487705335927e+01
1.692929292929292728e+01,1.000000000000000000e+01,2.301510049994895724e+01
1.712121212121212110e+01,1.000000000000000000e+01,2.571166207529843462e+01
1.731313131313131137e+01,1.000000000000000000e+01,2.848188960310169904e+01
1.750505050505050519e+01,1.000000000000000000e+01,3.132578308335884287e+01
1.769696969696969546e+01,1.000000000000000000e+01,3.424334251606976665e+01
1.788888888888888928e+01,1.000000000000000000e+01,3.723456790123457694e+01
1.808080808080807955e+01,1.000000000000000000e+01,4.029945923885316006e+01
1.827272727272726982e+01,1.000000000000000000e+01,4.343801652892557286e+01
1.846464646464646364e+01,1.000000000000000000e+01,4.665023977145187928e+01
1.865656565656565391e+01,1.000000000000000000e+01,4.993612896643195143e+01
1.884848484848484773e+01,1.000000000000000000e+01,5.329568411386591720e+01
1.904040404040403800e+01,1.000000000000000000e+01,5.672890521375364870e+01
1.923232323232323182e+01,1.000000000000000000e+01,6.023579226609528803e+01
1.942424242424242209e+01,1.000000000000000000e+01,6.381634527089067888e+01
1.961616161616161591e+01,1.000000000000000000e+01,6.747056422813997756e+01
1.980808080808080618e+01,1.000000000000000000e+01,7.119844913784304197e+01
2.000000000000000000e+01,1.000000000000000000e+01,7.500000000000000000e+01
1.000000000000000000e+00,1.030303030303030276e+01,5.893847566574839192e+01
1.191919191919191823e+00,1.030303030303030276e+01,5.552076318742985706e+01
1.383838383838383868e+00,1.030303030303030276e+01,5.217671666156514476e+01
1.575757575757575690e+00,1.030303030303030276e+01,4.890633608815426925e+01
1.767676767676767735e+00,1.030303030303030276e+01,4.570962146719721630e+01
1.959595959595959558e+00,1.030303030303030276e+01,4.258657279869400014e+01
2.151515151515151381e+00,1.030303030303030276e+01,3.953719008264462786e+01
2.343434343434343425e+00,1.030303030303030276e+01,3.656147331904907816e+01
2.535353535353535470e+00,1.030303030303030276e+01,3.365942250790735102e+01
2.727272727272727071e+00,1.030303030303030276e+01,3.083103764921947487e+01
2.919191919191919116e+00,1.030303030303030276e+01,2.807631874298541419e+01
3.111111111111111160e+00,1.030303030303030276e+01,2.539526578920519029e+01
